F_obj:,0.6220900585466079,0.6220632889775144,0.6218570598570273,0.6201059634298073,0.6200956654456093,0.6174541224889764,0.6172920002862344,0.617291723545457,0.6172917110538456,0.6170451237103949,0.6166147298199186,0.6166087258774017,0.6166084393729614,0.6166076195239452,0.6159854104826474,0.615980800059288
UpperZoneTimeConstant,19.48010594392064,19.16394306728957,18.99735458054964,18.450632997194006,18.450632997194006,17.459819788970798,17.459819788970798,17.459819788970798,17.459819788970798,17.459819788970798,17.285396036457673,17.285396036457673,17.285396036457673,17.285396036457673,17.02526602602817,17.02526602602817
LowerZoneTimeConstant,5020.0,5020.0,4948.454191229993,4948.454191229993,4948.454191229993,4948.454191229993,4948.454191229993,4948.454191229993,4948.454191229993,4948.454191229993,4948.454191229993,4948.454191229993,4948.454191229993,4938.065037489093,4938.065037489093,4859.195989767617
GwPercValue,1.005,1.0868498377115998,1.0868498377115998,1.0868498377115998,1.0868498377115998,1.0868498377115998,1.07047489565033,1.07047489565033,1.07047489565033,1.0292938109126588,1.0292938109126588,1.0292938109126588,1.0292938109126588,1.0292938109126588,1.0292938109126588,1.0292938109126588
LZThreshold,15.326996044879397,15.326996044879397,14.660927508686104,14.149629449929742,14.149629449929742,14.149629449929742,14.149629449929742,14.149629449929742,15.346272507278758,15.346272507278758,15.346272507278758,15.668095941030217,15.668095941030217,15.668095941030217,16.59668825591774,16.78652564693315
b_Xinanjiang,2.5205778283962275,2.5205778283962275,2.5205778283962275,2.5205778283962275,2.5205778283962275,2.4164331399663372,2.3575935398114165,2.3575935398114165,2.2910084280924243,2.2910084280924243,2.2910084280924243,2.407408610541997,2.407408610541997,2.407408610541997,2.314541299369944,2.314541299369944
PowerPrefFlow,4.25,4.168137479782257,4.168137479782257,4.168137479782257,4.168137479782257,4.367009270827206,4.279497023971144,4.279497023971144,4.279497023971144,4.279497023971144,4.279497023971144,4.279497023971144,4.080846313802918,4.080846313802918,4.080846313802918,4.080846313802918
SnowMeltCoef,4.4411470963489865,4.4411470963489865,4.394959944910421,4.394959944910421,4.394959944910421,4.3939284031297206,4.3939284031297206,4.3939284031297206,4.3939284031297206,4.3939284031297206,4.3939284031297206,4.3939284031297206,4.3939284031297206,4.3939284031297206,4.331280896313677,4.331280896313677
CalChanMan,1.2341996475581174,1.2341996475581174,1.2305480247602343,1.2305480247602343,1.220035474371843,1.220035474371843,1.220035474371843,1.220035474371843,1.220035474371843,1.220035474371843,1.220035474371843,1.220035474371843,1.220035474371843,1.220035474371843,1.220035474371843,1.220035474371843
CalChanMan2,2.75,2.7283780554666337,2.7283780554666337,2.7283780554666337,2.7283780554666337,2.7283780554666337,2.7283780554666337,2.566536731031298,2.5256765610770056,2.5256765610770056,2.5256765610770056,2.543873341273077,2.543873341273077,2.543873341273077,2.543873341273077,2.575148101168923
LakeMultiplier,1.2725519543887294,1.2725519543887294,1.2725519543887294,1.2725519543887294,1.2725519543887294,1.2725519543887294,1.2725519543887294,1.2725519543887294,1.2119636211458458,1.2119636211458458,1.2119636211458458,1.2119636211458458,1.2119636211458458,1.2119636211458458,1.2119636211458458,1.2119636211458458
adjust_Normal_Flood,0.5176950935258112,0.5176950935258112,0.5176950935258112,0.5176950935258112,0.5176950935258112,0.5176950935258112,0.5176950935258112,0.5176950935258112,0.5176950935258112,0.5176950935258112,0.5176950935258112,0.518902538084188,0.518902538084188,0.518902538084188,0.518902538084188,0.518902538084188
ReservoirRnormqMult,1.1199707394483507,1.1199707394483507,1.1199707394483507,1.1199707394483507,1.1199707394483507,1.1199707394483507,1.1199707394483507,1.1199707394483507,1.1199707394483507,1.1199707394483507,1.1130160698606686,1.1130160698606686,1.077799757326704,1.077799757326704,1.077799757326704,1.077799757326704
AvWaterRateThreshold,46.468161678826824,46.468161678826824,46.468161678826824,46.468161678826824,46.468161678826824,46.468161678826824,45.539729590786166,45.539729590786166,45.539729590786166,45.539729590786166,45.539729590786166,45.539729590786166,45.539729590786166,45.539729590786166,45.539729590786166,45.539729590786166
QSplitMult,10.441424764278297,10.441424764278297,10.441424764278297,10.441424764278297,10.441424764278297,10.441424764278297,10.097584280281257,10.097584280281257,10.097584280281257,10.097584280281257,9.947085482449607,10.362463695197711,10.362463695197711,10.362463695197711,10.362463695197711,10.362463695197711
ChanBottomWMult,2.4769803153377317,2.4769803153377317,2.4769803153377317,2.4769803153377317,2.4769803153377317,2.4769803153377317,2.492688664967898,2.492688664967898,2.435946257771251,2.435946257771251,2.3142335713964437,2.3142335713964437,2.3142335713964437,2.3142335713964437,2.241483053835816,2.322822383385506
ChanDepthTMult,2.552978025595562,2.735272415824935,2.83079511670272,2.83079511670272,2.83079511670272,2.83079511670272,2.83079511670272,2.83079511670272,2.83079511670272,2.83079511670272,2.83079511670272,2.83079511670272,2.83079511670272,2.83079511670272,2.7992273072646894,2.7992273072646894
ChanSMult,2.5,2.5,2.5,2.542768143929333,2.542768143929333,2.542768143929333,2.542768143929333,2.542768143929333,2.542768143929333,2.542768143929333,2.584845112368792,2.6452856973858476,2.6452856973858476,2.6452856973858476,2.748435420991247,2.748435420991247
GwLoss,0.2664269861949111,0.2664269861949111,0.28350255175187533,0.2717292714273964,0.2710633457803603,0.2710633457803603,0.2710633457803603,0.2710633457803603,0.2710633457803603,0.2710633457803603,0.2710633457803603,0.2706597462102117,0.2706597462102117,0.2706597462102117,0.2706597462102117,0.2706597462102117
fracirrigated,0.5106359104964806,0.49112160739724237,0.49112160739724237,0.5101469738851191,0.5101469738851191,0.5101469738851191,0.5101469738851191,0.5101469738851191,0.5101469738851191,0.5101469738851191,0.5101469738851191,0.5101469738851191,0.5101469738851191,0.5101469738851191,0.5101469738851191,0.5101469738851191
fracforest,0.4814083705089553,0.4814083705089553,0.4814083705089553,0.4814083705089553,0.4814083705089553,0.4814083705089553,0.4873075447692838,0.4873075447692838,0.4873075447692838,0.4873075447692838,0.4873075447692838,0.48627470376527604,0.48627470376527604,0.48627470376527604,0.48627470376527604,0.48627470376527604
fracrice,0.4901661727027646,0.4901661727027646,0.49673915514773176,0.49673915514773176,0.49673915514773176,0.49673915514773176,0.49673915514773176,0.49673915514773176,0.49673915514773176,0.49673915514773176,0.49673915514773176,0.49673915514773176,0.49673915514773176,0.49673915514773176,0.49673915514773176,0.49673915514773176
fracother,0.5017711063065128,0.5017711063065128,0.5017711063065128,0.5017711063065128,0.5017711063065128,0.5188142740361408,0.5188142740361408,0.5188142740361408,0.5283957562283479,0.5283957562283479,0.5283957562283479,0.5104520155071618,0.5104520155071618,0.5104520155071618,0.5104520155071618,0.5104520155071618
fracsealed,0.51292862516697,0.5119728593731231,0.5119728593731231,0.5119728593731231,0.5119728593731231,0.5219502097851402,0.5219502097851402,0.5219502097851402,0.5219502097851402,0.5219502097851402,0.4888322484887007,0.4888322484887007,0.4888322484887007,0.4888322484887007,0.4888322484887007,0.520540807395449
fracwater,0.5196198826084766,0.5196198826084766,0.5196198826084766,0.5196198826084766,0.5196198826084766,0.5196198826084766,0.5196198826084766,0.5196198826084766,0.5196198826084766,0.5196198826084766,0.5196198826084766,0.5196198826084766,0.5196198826084766,0.5196198826084766,0.5196198826084766,0.5196198826084766
genua,0.02780588619614743,0.027987141960203375,0.026252727423040686,0.026252727423040686,0.026646862481239597,0.02627647074383674,0.02627647074383674,0.0250144152335117,0.0250144152335117,0.0250144152335117,0.0250144152335117,0.0250144152335117,0.0250144152335117,0.0250144152335117,0.0250144152335117,0.0250144152335117
lambda,0.21,0.20165788117779104,0.19087974284988315,0.19087974284988315,0.19087974284988315,0.19087974284988315,0.19087974284988315,0.19087974284988315,0.19087974284988315,0.19087974284988315,0.18230223569151163,0.18230223569151163,0.18230223569151163,0.18230223569151163,0.18230223569151163,0.18230223569151163
thetas,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
thetar,0.49996883592251684,0.49996883592251684,0.49996883592251684,0.49996883592251684,0.49996883592251684,0.49996883592251684,0.49996883592251684,0.49996883592251684,0.49996883592251684,0.49996883592251684,0.49996883592251684,0.49996883592251684,0.49996883592251684,0.49996883592251684,0.49996883592251684,0.49996883592251684
ksat,25.0,24.596463472105064,24.596463472105064,24.596463472105064,24.596463472105064,24.596463472105064,24.596463472105064,24.596463472105064,24.71911786880802,24.630127044374046,24.630127044374046,24.630127044374046,24.630127044374046,24.630127044374046,24.630127044374046,24.630127044374046
cropcoef,0.64,0.64,0.64,0.64,0.64,0.6593906607314226,0.6593906607314226,0.6593906607314226,0.6593906607314226,0.6593906607314226,0.6593906607314226,0.6593906607314226,0.6994968111806412,0.6994968111806412,0.6994968111806412,0.6994968111806412
mannings,0.10880324675331526,0.1110581621108144,0.11211354192030717,0.11211354192030717,0.11211354192030717,0.11211354192030717,0.10634489593022596,0.10634489593022596,0.10634489593022596,0.10634489593022596,0.10634489593022596,0.10475477673063906,0.1029087759614397,0.1029087759614397,0.10572829442224901,0.10572829442224901
soildepth2,886.5471063001487,886.5471063001487,882.9401287642908,882.9401287642908,882.9401287642908,829.8472227176644,829.8472227176644,829.8472227176644,802.4363647080189,802.4363647080189,783.4258110925156,832.0570131159917,832.0570131159917,832.0570131159917,832.0570131159917,832.0570131159917
soildepth3,5606.660041981127,5606.660041981127,5606.660041981127,5606.660041981127,5576.703926318247,5576.703926318247,5576.703926318247,5860.945691143268,5860.945691143268,5925.936441896948,5935.587436435285,5935.587436435285,5935.587436435285,5935.587436435285,5892.331037278806,5892.331037278806
