ParameterName,default,105.29345130272162,105.29345130272162.1,105.29345130272162.1.1,105.29345130272162.1.1.1,105.29345130272162.1.1.1.1,105.29345130272162.1.1.1.1.1,105.29345130272162.1.1.1.1.1.1,105.29345130272162.1.1.1.1.1.1.1,105.29345130272162.1.1.1.1.1.1.1.1,105.29345130272162.1.1.1.1.1.1.1.1.1,105.29345130272162.1.1.1.1.1.1.1.1.1.1,105.29345130272162.1.1.1.1.1.1.1.1.1.1.1,105.29345130272162.1.1.1.1.1.1.1.1.1.1.1.1,105.29345130272162.1.1.1.1.1.1.1.1.1.1.1.1.1,105.29345130272162.1.1.1.1.1.1.1.1.1.1.1.1.1.1,105.29345130272162.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,105.29345130272162.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,105.29345130272162.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,105.29345130272162
UpperZoneTimeConstant,11.922106635666184,19.928560933834884,19.27981932178881,19.27981932178881,18.330338502311925,17.16884633022333,18.709032296425107,20.11363883542127,20.467366254483377,19.938556789938684,20.112587148379948,19.23702568492495,19.59270019074543,19.186009003052224,19.096377720395164,19.70814826512641,19.72785864546721,19.56673889539037,19.88213330670404,18.708896700146635
LowerZoneTimeConstant,69.7852359641041,4994.456797223007,5144.486130354766,4944.316761757512,4918.7750972480135,4918.7750972480135,4773.827374851607,4635.60459555545,4855.949987505269,4541.992489350439,4608.146613764252,5141.794072074801,4795.776433213833,4634.662642155095,4675.881021800468,4517.059965081964,4472.222065390165,4689.285657954284,5152.291043925216,5060.6151433752675
GwPercValue,1.0119828584597008,1.072115598472541,1.0341871079364104,1.0341871079364104,1.0079470458577278,1.0001256230660034,1.0041385326687622,1.0903470135377713,1.1373279382705104,1.0373885451397855,0.9795136015254116,1.00629333258963,0.9997980145092604,0.9997980145092604,1.0320631204019206,1.0102477246744053,1.0445030892782188,1.013148632615705,0.9632317702861144,0.9633333849424868
LZThreshold,6.223752043179625,14.13702994077027,14.092815810547734,14.461130712672116,14.76695612595847,14.76695612595847,15.461812999900246,15.809451410409508,15.11389182835257,15.319414732087129,15.319414732087129,14.373570645458596,14.349211569116449,13.402776150342264,15.1383849811872,15.670008538695493,15.909546445119489,16.38267812793644,14.53373827367816,14.885488717610373
b_Xinanjiang,2.2385336886122538,2.4093681939093923,2.4263458473977404,2.46943903235885,2.504113344035039,2.497397142308627,2.497397142308627,2.5057326806727835,2.444693629300633,2.4199694692247298,2.477685770654587,2.501545222855676,2.52809753942285,2.52809753942285,2.505602637267586,2.553998057707194,2.553998057707194,2.396762827727582,2.450503002387516,2.377262923449892
PowerPrefFlow,1.2476515280437794,4.007809843717477,4.162752464965335,4.374800928935595,4.275617510484813,4.449887765105223,4.348898985992679,4.264276406185778,4.408815361273359,4.107906311919098,4.152155338816485,4.35206185701152,4.604354355811108,4.731214486547631,4.330673044899633,4.56374894274726,4.56374894274726,4.59980471850991,4.602333066110485,4.70276349463521
SnowMeltCoef,4.848677595230577,4.480184188808887,4.538815522274207,4.538815522274207,4.580774785524162,4.580774785524162,4.652297834262973,4.406173476092643,4.406173476092643,4.448456829448027,4.448456829448027,4.406862293164644,4.373899910602217,4.431696791252878,4.482277672003234,4.453872153597013,4.468302722588528,4.473723963978155,4.632183383092799,4.653996368462544
CalChanMan,1.8326268116987745,1.2721245765208613,1.301419369953014,1.282850723683909,1.2267067752805,1.2500042300512315,1.2305448377745831,1.277719414830348,1.273893571502522,1.299059428553941,1.257093630127405,1.255580839949714,1.2199170092655145,1.1651525558077809,1.3401537928805665,1.335683189420375,1.365733699659765,1.298718406188658,1.2785924849561765,1.2932152803997585
CalChanMan2,2.832888310835467,2.825030021505397,2.872458748434212,2.9327581956801065,2.809340093823995,2.8481587399308714,2.980302864033308,2.835680079087051,3.0040800891581814,3.032021778812485,3.0775575716184105,2.688869863738092,2.662776237570624,2.662776237570624,2.967464723824712,2.990477305855286,3.128260956979361,3.1450744964216604,2.588954767413816,2.549421916988416
LakeMultiplier,0.9139501522033436,1.2397184458870472,1.2265747724316156,1.226015130755419,1.1855204169868696,1.213618935586931,1.1836862031940445,1.2612441959376748,1.2251943849165896,1.216641674405872,1.2130674400906991,1.2169921710740113,1.2619996928004205,1.2619996928004205,1.215744574796346,1.2355459770647796,1.1986703298561514,1.2324638830971906,1.256933520818753,1.2569335208187533
adjust_Normal_Flood,0.5378447935902333,0.5007748793899709,0.5225366947839404,0.5214609313899665,0.4994239345705063,0.5370546519127268,0.4990612846934723,0.5071012174769374,0.5178372888357647,0.5340776615546434,0.4915297679017109,0.4935781191343868,0.4611317868581418,0.45933860129019,0.4741240542721032,0.4726801490658205,0.4547412888608838,0.4669770809057476,0.5074322211228619,0.5046774942244502
ReservoirRnormqMult,1.3282476400637524,1.105464154119497,1.105464154119497,1.1154717016386522,1.1521060529504026,1.1892055580627523,1.1892055580627523,1.069770467257866,1.0291679130108915,1.0319556186287988,1.0319556186287988,1.2044239699528132,1.2261132800425385,1.238853530686421,1.1375510126464212,1.1053954432430022,1.1053954432430022,1.099924847653112,1.1430672503576946,1.2004902623079936
AvWaterRateThreshold,59.18207510865751,48.7986760020597,45.40764606680391,46.06483831848982,46.72441783599727,46.72441783599727,47.41875760491011,50.55014636716316,50.64011778892961,48.5082415231251,47.61514726334938,48.77183325094201,49.21587813824829,49.72893159108676,49.73036956404004,50.04464790460375,49.38523194433888,50.07705229038993,52.38187736289509,51.06908850287503
QSplitMult,10.693478554360276,9.97376504582206,9.053929153163596,8.933136405394954,8.933136405394954,8.688215429010947,8.753086057854306,9.479656200275876,9.90644242926901,10.204722945482922,10.560408728004893,9.10995444175354,9.236792757366365,9.739071572048209,9.612351972742124,9.877668093124711,9.877668093124711,10.076809357581892,10.411256331796064,10.30958844282102
ChanBottomWMult,2.320530633360641,2.456718985403228,2.637537196919281,2.558948505925608,2.5570435917518948,2.520762043469034,2.4399877800589858,2.462611796188593,2.595383414779519,2.548735111255147,2.574177442482554,2.390255244247002,2.3323785899753084,2.282158014023941,2.498359793175126,2.377444981789892,2.46454089194897,2.4805277721161705,2.462520978152161,2.4274311681903007
ChanDepthTMult,2.7050421706100134,2.4480836310987444,2.524346589632095,2.58259038623884,2.5518215550817485,2.4777711008619856,2.5758000958816245,2.6610237816499605,2.5412247847371807,2.623161903042236,2.69968980514607,2.428705737372153,2.4910058301953595,2.522486252317785,2.384421463451188,2.464854453753436,2.464854453753436,2.553105148092671,2.47792463479974,2.5760943097786315
ChanSMult,3.0199585329815646,2.355187527861596,2.400617552703672,2.240683598891504,2.240683598891504,2.406748210678568,2.540781533929344,2.4998887034088964,2.5422929688823523,2.319047976171711,2.250455752972836,2.333779731575009,2.409191948422055,2.504642773550104,2.3918446816063605,2.5011391236784224,2.299328398254467,2.2953907115550214,2.527688066149758,2.51303186321756
GwLoss,0.0014600179527613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fracirrigated,0.4471600030325153,0.509832165739284,0.5167099279228478,0.5078767349062016,0.4961251714369473,0.518151445643571,0.4985597920202471,0.4698200744756109,0.4729092983843154,0.49337070222759,0.4620566855675171,0.5110427127672397,0.5267390377381702,0.5391867984556195,0.5053970568487934,0.5154177301647143,0.5355893166666312,0.5430715396578074,0.4996959888611542,0.5146248789468858
fracforest,0.4718264083550847,0.5155270130310782,0.5155270130310782,0.5232695746173831,0.5513084048717033,0.5509863473625214,0.551167203635887,0.4677750214970963,0.4757780900612883,0.466347150298832,0.466347150298832,0.5127260968205332,0.5150936916240554,0.5197804725857001,0.5015310962111962,0.5043987678156832,0.4870235536112802,0.4698042096955631,0.5200602846013389,0.5282246000012704
fracrice,0.496535553693644,0.5060610568139666,0.5021370922209644,0.5211332478583703,0.5099447958314118,0.5099447958314118,0.4935652608794214,0.4893121861253514,0.4744508959415482,0.4744508959415482,0.4836953049537332,0.5379566169051366,0.5469060473391655,0.4978052700162936,0.5052424395318525,0.5078031538410525,0.544070799854192,0.5580268472551809,0.4861521765024185,0.5190054084589643
fracother,0.5486662194694194,0.506839908918969,0.5278738879431769,0.5114050137280597,0.5160937594246202,0.5206089431679108,0.549417044779006,0.4896871384696518,0.4977297794003898,0.4838910717598996,0.4838910717598996,0.511373564614931,0.511373564614931,0.5311006298050085,0.5123617302681958,0.5056529065343994,0.5471470360667426,0.5364189628336504,0.5251379704020832,0.5086112521722441
fracsealed,0.4863853290652321,0.448822030971182,0.4615658486586945,0.4601828914635709,0.4601828914635709,0.4800506986480481,0.5141835329277059,0.525635959347261,0.5332384163256825,0.5105643880245089,0.5234710069391153,0.5422805857635895,0.5448663627072602,0.5566510543628183,0.5138471952268652,0.5281777246766755,0.5428635166515181,0.5661819723903752,0.4832490934880534,0.4982512955436048
fracwater,0.6285105143765184,0.5231235933811841,0.4982193876991314,0.4914796656425355,0.4989731560244784,0.5099790422965604,0.5292580386987824,0.5129620319865272,0.5031426466739256,0.4968997200967019,0.476412896087078,0.487948910189271,0.4827139963290432,0.4827139963290432,0.5290706883986412,0.5206330944993857,0.5098847572622318,0.493591161125258,0.5047600154784648,0.5047600154784648
genua,0.0065712701064335,0.0261411326050831,0.0252283983295919,0.024789332734243,0.0248370838751531,0.0251720446759278,0.0251720446759278,0.0274349339943731,0.0267195748054882,0.0287507009640361,0.026346291419993,0.0274688247485507,0.0289614330518065,0.030014632975939,0.0276240775138043,0.0274462985811222,0.028627737359965,0.0278026395496208,0.0263044096392954,0.025308810036848282
lambda,0.2968393774036979,0.1951274509206877,0.2079472989544008,0.2035755324604006,0.1965860987972527,0.1873027278386537,0.1998876399868812,0.2000404333996171,0.195170104094361,0.1844413227088643,0.1722392102767555,0.2090126169130829,0.1995276151398673,0.1875288298090106,0.2133948394762117,0.2274399362224246,0.2341540032046414,0.2495822666876763,0.2144016698338935,0.21440166983389358
thetas,0.4521794598688293,0.517730413111809,0.5283235777460992,0.5576326878026892,0.5359697071545829,0.5445345641448688,0.5468978264554589,0.5041400004819039,0.507013450201054,0.4969570317454955,0.4969570317454955,0.5006094162646411,0.4963552459623543,0.4906528383327357,0.4849649013607665,0.4844171999872679,0.4674930671008053,0.4803768388202946,0.4712053492677645,0.47120534926776453
thetar,0.4518052732708799,0.4762340585398902,0.4916715033106015,0.4724448928725743,0.4763309278593722,0.4822216272777236,0.453071333617485,0.5330092811650345,0.5567123638326834,0.5241913043180073,0.5315634360779627,0.5043702273758052,0.5282931932648194,0.5228840952605729,0.5122808515360026,0.4961645453839202,0.5338123298784928,0.5343163856862526,0.4902585569709995,0.4903250757680124
ksat,34.75191182490149,28.00641597338703,27.60339549165252,28.66077569191193,29.78196577818236,30.445741645964787,29.346638730355554,25.239351210291137,26.047818758612184,25.65572841746669,25.61586024968695,25.011260903690125,25.011260903690125,25.091033135699742,26.68002914621693,28.01897348780132,27.898078510875635,28.67539241677564,24.76903978951579,24.72869536837191
cropcoef,0.7925727047489451,0.6560019279376622,0.6964711654490044,0.6941199146620511,0.6932638628783135,0.7018730571807626,0.6845473811209842,0.6411091912799594,0.654868231473395,0.6647556335363873,0.6786689446605894,0.6363918844580841,0.6240146754523045,0.6240146754523045,0.6631742913786948,0.6271255735360783,0.6459482882114275,0.6518836237038453,0.5946130263765291,0.5756774723334749
mannings,0.1435845304857579,0.1073165301684278,0.1113009437967809,0.1113009437967809,0.107199615803586,0.1074980452028931,0.1065043839907419,0.1104055043715735,0.1178482515742452,0.1130263056115248,0.1123262913039059,0.1079820245062126,0.1097760578189919,0.1079995617628998,0.0995944544433192,0.1030429619262246,0.1029526244490731,0.0998530081309398,0.113519349566009,0.11527023412630458
soildepth2,871.2811792659794,864.8399311951614,846.6546878943146,903.3201094529956,892.5826170545644,942.123632200185,942.123632200185,886.8246134297765,925.400240127772,956.438843674776,932.9875406240192,920.5739509609772,920.5739509609772,923.9860172078638,920.3582073595564,934.973309251376,968.57491065357,915.1838228988232,866.5680255267025,894.8233151051594
soildepth3,4744.551214893734,4983.946878619257,5047.531609345801,5058.509684047405,4695.232243174894,4737.279151671326,4597.515130484986,5393.13300952324,5290.835888330095,5113.292788895626,5197.605580487756,5083.148507610007,4848.359066837694,4848.359066837694,5345.505730993825,5688.994319647601,5653.433382030583,5992.24925293096,5363.798140619574,5475.573778138622
