hordatahora,horleitura
2015-03-07,3.000
2015-03-08,8.800
2015-03-09,2.800
2015-03-10,0.800
2015-03-11,4.600
2015-03-12,0.000
2015-03-13,1.800
2015-03-14,1.000
2015-03-15,9.200
2015-03-16,29.400
2015-03-17,24.600
2015-03-18,0.200
2015-03-19,1.200
2015-03-20,3.200
2015-03-21,0.800
2015-03-22,0.200
2015-03-23,0.400
2015-03-24,0.000
2015-03-25,0.000
2015-03-26,0.000
2015-03-27,2.800
2015-03-28,2.200
2015-03-29,14.000
2015-03-30,0.000
2015-03-31,0.000
2015-04-01,0.000
2015-04-02,0.000
2015-04-03,0.000
2015-04-04,0.000
2015-04-05,0.000
2015-04-06,0.400
2015-04-07,0.000
2015-04-08,0.200
2015-04-09,0.000
2015-04-10,0.000
2015-04-11,0.000
2015-04-12,0.000
2015-04-13,0.000
2015-04-14,0.000
2015-04-15,0.600
2015-04-16,0.000
2015-04-17,0.400
2015-04-18,0.000
2015-04-19,0.000
2015-04-20,0.000
2015-04-21,7.200
2015-04-22,24.600
2015-04-23,0.200
2015-04-24,0.000
2015-04-25,0.000
2015-04-26,0.600
2015-04-27,0.600
2015-04-28,4.600
2015-04-29,0.200
2015-04-30,0.000
2015-05-01,0.000
2015-05-02,0.000
2015-05-03,1.000
2015-05-04,20.800
2015-05-05,0.000
2015-05-06,0.000
2015-05-07,0.000
2015-05-08,0.000
2015-05-09,0.000
2015-05-10,36.800
2015-05-11,0.000
2015-05-12,4.000
2015-05-13,0.000
2015-05-14,0.400
2015-05-15,0.000
2015-05-16,0.000
2015-05-17,0.000
2015-05-18,1.800
2015-05-19,1.400
2015-05-20,0.400
2015-05-21,0.200
2015-05-22,0.000
2015-05-23,0.000
2015-05-24,0.000
2015-05-25,17.600
2015-05-26,0.000
2015-05-27,6.800
2015-05-28,0.000
2015-05-29,0.000
2015-05-30,0.000
2015-05-31,0.400
2015-06-01,0.000
2015-06-02,0.000
2015-06-03,0.000
2015-06-04,0.000
2015-06-05,0.000
2015-06-06,0.000
2015-06-07,0.000
2015-06-08,0.000
2015-06-09,0.200
2015-06-10,0.000
2015-06-11,11.800
2015-06-12,15.800
2015-06-13,0.000
2015-06-14,5.200
2015-06-15,28.000
2015-06-16,0.200
2015-06-17,0.000
2015-06-18,4.400
2015-06-19,0.200
2015-06-20,0.000
2015-06-21,0.000
2015-06-22,0.000
2015-06-23,0.000
2015-06-24,0.000
2015-06-25,0.000
2015-06-26,2.400
2015-06-27,0.000
2015-06-28,0.000
2015-06-29,0.000
2015-06-30,13.400
2015-07-01,0.000
2015-07-02,0.600
2015-07-03,14.200
2015-07-04,0.200
2015-07-05,0.000
2015-07-06,0.000
2015-07-07,2.400
2015-07-08,10.800
2015-07-09,0.000
2015-07-10,26.000
2015-07-11,3.000
2015-07-12,28.800
2015-07-13,5.400
2015-07-14,0.000
2015-07-15,0.000
2015-07-16,19.200
2015-07-17,26.200
2015-07-18,0.000
2015-07-19,0.000
2015-07-20,0.000
2015-07-21,14.400
2015-07-22,0.000
2015-07-23,0.000
2015-07-24,22.400
2015-07-25,0.600
2015-07-26,0.000
2015-07-27,0.000
2015-07-28,0.000
2015-07-29,0.000
2015-07-30,0.000
2015-07-31,0.000
2015-08-01,0.000
2015-08-02,0.000
2015-08-03,0.000
2015-08-04,0.000
2015-08-05,0.000
2015-08-06,0.000
2015-08-07,0.000
2015-08-08,0.000
2015-08-09,0.000
2015-08-10,0.000
2015-08-11,0.000
2015-08-12,0.000
2015-08-13,0.000
2015-08-14,0.000
2015-08-15,0.000
2015-08-16,0.000
2015-08-17,0.000
2015-08-18,0.000
2015-08-19,0.800
2015-08-20,0.000
2015-08-21,0.000
2015-08-22,0.000
2015-08-23,4.200
2015-08-24,0.000
2015-08-25,0.800
2015-08-26,0.000
2015-08-27,17.600
2015-08-28,0.000
2015-08-29,0.000
2015-08-30,0.000
2015-08-31,0.000
2015-09-01,0.000
2015-09-02,0.000
2015-09-03,18.200
2015-09-04,10.400
2015-09-05,0.000
2015-09-06,0.200
2015-09-07,8.800
2015-09-08,55.800
2015-09-09,0.000
2015-09-10,22.600
2015-09-11,5.400
2015-09-12,0.000
2015-09-13,0.000
2015-09-14,0.000
2015-09-15,0.000
2015-09-16,0.000
2015-09-17,0.000
2015-09-18,0.000
2015-09-19,0.000
2015-09-20,0.000
2015-09-21,0.000
2015-09-22,0.000
2015-09-23,0.000
2015-09-24,0.000
2015-09-25,18.800
2015-09-26,4.200
2015-09-27,27.000
2015-09-28,0.600
2015-09-29,0.000
2015-09-30,10.400
2015-10-01,0.000
2015-10-02,18.000
2015-10-03,1.200
2015-10-04,0.600
2015-10-05,0.000
2015-10-06,0.000
2015-10-07,0.000
2015-10-08,9.800
2015-10-09,28.600
2015-10-10,4.600
2015-10-11,30.800
2015-10-12,14.600
2015-10-13,0.400
2015-10-14,0.000
2015-10-15,0.000
2015-10-16,0.000
2015-10-17,0.000
2015-10-18,0.000
2015-10-19,0.000
2015-10-20,0.000
2015-10-21,48.600
2015-10-22,39.600
2015-10-23,0.000
2015-10-24,0.000
2015-10-25,12.600
2015-10-26,1.800
2015-10-27,0.200
2015-10-28,0.400
2015-10-29,3.000
2015-10-30,1.200
2015-10-31,22.200
2015-11-01,16.200
2015-11-02,0.400
2015-11-03,1.000
2015-11-04,7.800
2015-11-05,12.200
2015-11-06,2.800
2015-11-07,0.000
2015-11-08,1.800
2015-11-09,0.400
2015-11-10,0.000
2015-11-11,6.600
2015-11-12,0.000
2015-11-13,0.800
2015-11-14,2.800
2015-11-15,0.000
2015-11-16,0.400
2015-11-17,8.800
2015-11-18,0.200
2015-11-19,2.200
2015-11-20,10.200
2015-11-21,0.000
2015-11-22,10.600
2015-11-23,15.800
2015-11-24,8.000
2015-11-25,0.400
2015-11-26,0.200
2015-11-27,0.400
2015-11-28,3.600
2015-11-29,0.200
2015-11-30,2.000
2015-12-01,0.400
2015-12-02,15.200
2015-12-03,1.200
2015-12-04,8.000
2015-12-05,0.200
2015-12-06,11.400
2015-12-07,0.200
2015-12-08,0.000
2015-12-09,0.000
2015-12-10,8.600
2015-12-11,0.000
2015-12-12,1.200
2015-12-13,0.000
2015-12-14,0.000
2015-12-15,0.200
2015-12-16,0.000
2015-12-17,0.000
2015-12-18,3.000
2015-12-19,37.200
2015-12-20,12.200
2015-12-21,6.200
2015-12-22,1.600
2015-12-23,0.000
2015-12-24,1.400
2015-12-25,14.600
2015-12-26,18.000
2015-12-27,12.800
2015-12-28,40.400
2015-12-29,8.600
2015-12-30,0.200
2015-12-31,0.400
2016-01-01,36.400
2016-01-02,6.000
2016-01-03,1.600
2016-01-04,1.800
2016-01-05,0.000
2016-01-06,0.000
2016-01-07,0.000
2016-01-08,0.000
2016-01-09,52.400
2016-01-10,55.400
2016-01-11,10.800
2016-01-12,20.000
2016-01-13,0.000
2016-01-14,0.000
2016-01-15,0.000
2016-01-16,0.000
2016-01-17,0.000
2016-01-18,0.000
2016-01-19,0.000
2016-01-20,0.000
2016-01-21,1.000
2016-01-22,0.000
2016-01-23,0.000
2016-01-24,0.000
2016-01-25,0.000
2016-01-26,7.600
2016-01-27,17.800
2016-01-28,0.000
2016-01-29,10.600
2016-01-30,15.600
2016-01-31,0.000
2016-02-01,16.200
2016-02-02,14.000
2016-02-03,0.000
2016-02-04,21.200
2016-02-05,41.000
2016-02-06,1.600
2016-02-07,0.200
2016-02-08,0.200
2016-02-09,1.400
2016-02-10,26.200
2016-02-11,1.200
2016-02-12,0.000
2016-02-13,0.000
2016-02-14,29.400
2016-02-15,0.200
2016-02-16,0.600
2016-02-17,5.200
2016-02-18,10.800
2016-02-19,0.000
2016-02-20,9.800
2016-02-21,34.200
2016-02-22,55.200
2016-02-23,13.400
2016-02-24,1.200
2016-02-25,0.400
2016-02-26,0.600
2016-02-27,6.800
2016-02-28,42.800
2016-02-29,1.200
2016-03-01,0.800
2016-03-02,0.400
2016-03-03,3.200
2016-03-04,0.600
2016-03-05,0.400
2016-03-06,0.000
2016-03-07,0.000
2016-03-08,0.000
2016-03-09,1.000
2016-03-10,12.400
2016-03-11,0.000
2016-03-12,0.000
2016-03-13,0.200
2016-03-14,0.000
2016-03-15,0.000
2016-03-16,0.000
2016-03-17,0.000
2016-03-18,0.000
2016-03-19,
2016-03-20,0.000
2016-03-21,0.000
2016-03-22,5.200
2016-03-23,0.200
2016-03-24,0.200
2016-03-25,12.800
2016-03-26,0.000
2016-03-27,0.000
2016-03-28,0.000
2016-03-29,0.000
2016-03-30,0.000
2016-03-31,0.000
2016-04-01,0.000
2016-04-02,0.000
2016-04-03,0.000
2016-04-04,0.000
2016-04-05,0.000
2016-04-06,0.000
2016-04-07,0.000
2016-04-08,0.000
2016-04-09,14.000
2016-04-10,0.000
2016-04-11,0.000
2016-04-12,0.800
2016-04-13,0.000
2016-04-14,0.000
2016-04-15,0.000
2016-04-16,0.000
2016-04-17,0.000
2016-04-18,0.000
2016-04-19,0.000
2016-04-20,0.000
2016-04-21,0.000
2016-04-22,0.000
2016-04-23,0.000
2016-04-24,0.000
2016-04-25,23.200
2016-04-26,7.400
2016-04-27,19.600
2016-04-28,0.600
2016-04-29,0.200
2016-04-30,
2016-05-01,
2016-05-02,
2016-05-03,0.000
2016-05-04,0.000
2016-05-05,0.000
2016-05-06,0.000
2016-05-07,0.000
2016-05-08,0.000
2016-05-09,1.000
2016-05-10,17.000
2016-05-11,0.000
2016-05-12,11.600
2016-05-13,0.000
2016-05-14,0.000
2016-05-15,0.000
2016-05-16,21.200
2016-05-17,0.000
2016-05-18,1.200
2016-05-19,0.000
2016-05-20,21.200
2016-05-21,12.800
2016-05-22,33.600
2016-05-23,2.200
2016-05-24,0.000
2016-05-25,0.000
2016-05-26,0.000
2016-05-27,1.800
2016-05-28,0.400
2016-05-29,0.800
2016-05-30,0.800
2016-05-31,0.200
2016-06-01,11.000
2016-06-02,3.200
2016-06-03,0.000
2016-06-04,
2016-06-05,
2016-06-06,
2016-06-07,0.600
2016-06-08,0.200
2016-06-09,0.000
2016-06-10,0.000
2016-06-11,0.000
2016-06-12,0.000
2016-06-13,0.000
2016-06-14,0.000
2016-06-15,0.000
2016-06-16,0.000
2016-06-17,0.000
2016-06-18,1.600
2016-06-19,5.400
2016-06-20,6.200
2016-06-21,25.200
2016-06-22,32.400
2016-06-23,0.200
2016-06-24,0.200
2016-06-25,0.000
2016-06-26,0.000
2016-06-27,0.000
2016-06-28,0.200
2016-06-29,0.400
2016-06-30,0.400
2016-07-01,0.000
2016-07-02,0.000
2016-07-03,0.000
2016-07-04,0.000
2016-07-05,0.000
2016-07-06,0.600
2016-07-07,0.000
2016-07-08,0.000
2016-07-09,0.000
2016-07-10,0.000
2016-07-11,0.000
2016-07-12,20.600
2016-07-13,31.400
2016-07-14,0.200
2016-07-15,2.000
2016-07-16,24.800
2016-07-17,0.000
2016-07-18,0.000
2016-07-19,0.000
2016-07-20,0.000
2016-07-21,0.000
2016-07-22,0.000
2016-07-23,0.000
2016-07-24,0.000
2016-07-25,0.000
2016-07-26,0.000
2016-07-27,0.000
2016-07-28,0.000
2016-07-29,0.000
2016-07-30,0.000
2016-07-31,0.000
2016-08-01,0.000
2016-08-02,0.000
2016-08-03,0.000
2016-08-04,0.000
2016-08-05,0.000
2016-08-06,0.000
2016-08-07,0.000
2016-08-08,25.400
2016-08-09,10.000
2016-08-10,0.000
2016-08-11,0.000
2016-08-12,0.000
2016-08-13,0.000
2016-08-14,0.000
2016-08-15,7.600
2016-08-16,0.000
2016-08-17,20.000
2016-08-18,7.600
2016-08-19,8.600
2016-08-20,65.600
2016-08-21,25.600
2016-08-22,1.000
2016-08-23,0.800
2016-08-24,0.400
2016-08-25,0.000
2016-08-26,0.000
2016-08-27,0.000
2016-08-28,0.000
2016-08-29,0.000
2016-08-30,6.600
2016-08-31,0.800
2016-09-01,0.000
2016-09-02,0.000
2016-09-03,18.600
2016-09-04,14.600
2016-09-05,2.600
2016-09-06,2.200
2016-09-07,0.000
2016-09-08,0.000
2016-09-09,0.000
2016-09-10,0.000
2016-09-11,1.200
2016-09-12,0.000
2016-09-13,1.000
2016-09-14,0.000
2016-09-15,0.000
2016-09-16,0.000
2016-09-17,0.000
2016-09-18,1.000
2016-09-19,0.000
2016-09-20,0.000
2016-09-21,0.000
2016-09-22,1.000
2016-09-23,0.000
2016-09-24,0.000
2016-09-25,1.000
2016-09-26,0.000
2016-09-27,0.000
2016-09-28,0.000
2016-09-29,0.000
2016-09-30,0.000
2016-10-01,0.000
2016-10-02,0.000
2016-10-03,0.000
2016-10-04,0.000
2016-10-05,0.000
2016-10-06,34.000
2016-10-07,0.600
2016-10-08,0.000
2016-10-09,0.000
2016-10-10,0.000
2016-10-11,0.000
2016-10-12,9.000
2016-10-13,21.400
2016-10-14,3.800
2016-10-15,0.600
2016-10-16,0.000
2016-10-17,0.200
2016-10-18,41.600
2016-10-19,0.400
2016-10-20,23.600
2016-10-21,0.400
2016-10-22,0.000
2016-10-23,0.000
2016-10-24,0.000
2016-10-25,6.800
2016-10-26,0.000
2016-10-27,1.200
2016-10-28,0.000
2016-10-29,1.000
2016-10-30,0.200
2016-10-31,0.000
2016-11-01,0.000
2016-11-02,34.200
2016-11-03,0.200
2016-11-04,0.000
2016-11-05,0.000
2016-11-06,0.000
2016-11-07,0.000
2016-11-08,0.000
2016-11-09,34.800
2016-11-10,0.200
2016-11-11,7.200
2016-11-12,0.200
2016-11-13,0.000
2016-11-14,0.000
2016-11-15,0.200
2016-11-16,7.600
2016-11-17,0.000
2016-11-18,0.000
2016-11-19,0.000
2016-11-20,0.000
2016-11-21,0.000
2016-11-22,0.000
2016-11-23,0.000
2016-11-24,0.000
2016-11-25,0.200
2016-11-26,0.000
2016-11-27,0.600
2016-11-28,4.000
2016-11-29,0.400
2016-11-30,0.000
2016-12-01,0.000
2016-12-02,0.000
2016-12-03,6.200
2016-12-04,3.000
2016-12-05,0.800
2016-12-06,0.000
2016-12-07,0.000
2016-12-08,3.800
2016-12-09,23.000
2016-12-10,1.600
2016-12-11,2.200
2016-12-12,0.200
2016-12-13,0.000
2016-12-14,0.000
2016-12-15,0.000
2016-12-16,0.200
2016-12-17,0.000
2016-12-18,0.000
2016-12-19,0.000
2016-12-20,14.400
2016-12-21,0.200
2016-12-22,0.000
2016-12-23,31.600
2016-12-24,11.800
2016-12-25,0.000
2016-12-26,1.200
2016-12-27,0.000
2016-12-28,0.000
2016-12-29,0.200
2016-12-30,0.200
2016-12-31,5.000
2017-01-01,0.000
2017-01-02,13.400
2017-01-03,0.000
2017-01-04,0.800
2017-01-05,26.400
2017-01-06,10.000
2017-01-07,3.600
2017-01-08,12.000
2017-01-09,8.000
2017-01-10,41.800
2017-01-11,7.800
2017-01-12,22.600
2017-01-13,0.000
2017-01-14,0.000
2017-01-15,0.000
2017-01-16,8.200
2017-01-17,14.000
2017-01-18,0.400
2017-01-19,1.000
2017-01-20,0.800
2017-01-21,2.800
2017-01-22,8.800
2017-01-23,1.400
2017-01-24,3.200
2017-01-25,1.200
2017-01-26,4.600
2017-01-27,2.200
2017-01-28,0.200
2017-01-29,12.600
2017-01-30,0.000
2017-01-31,28.800
2017-02-01,0.200
2017-02-02,23.400
2017-02-03,1.000
2017-02-04,0.000
2017-02-05,0.000
2017-02-06,12.000
2017-02-07,0.000
2017-02-08,0.000
2017-02-09,0.400
2017-02-10,0.000
2017-02-11,0.600
2017-02-12,4.600
2017-02-13,4.600
2017-02-14,0.000
2017-02-15,0.000
2017-02-16,0.000
2017-02-17,10.200
2017-02-18,5.600
2017-02-19,0.000
2017-02-20,0.000
2017-02-21,0.000
2017-02-22,0.000
2017-02-23,8.000
2017-02-24,0.000
2017-02-25,0.000
2017-02-26,23.400
2017-02-27,4.000
2017-02-28,0.000
2017-03-01,8.800
2017-03-02,0.400
2017-03-03,0.000
2017-03-04,0.000
2017-03-05,8.200
2017-03-06,22.200
2017-03-07,0.200
2017-03-08,0.200
2017-03-09,0.000
2017-03-10,0.000
2017-03-11,0.000
2017-03-12,21.400
2017-03-13,0.200
2017-03-14,0.000
2017-03-15,0.000
2017-03-16,1.000
2017-03-17,13.000
2017-03-18,28.200
2017-03-19,2.800
2017-03-20,0.400
2017-03-21,1.000
2017-03-22,0.800
2017-03-23,0.000
2017-03-24,0.400
2017-03-25,0.000
2017-03-26,0.000
2017-03-27,5.600
2017-03-28,2.400
2017-03-29,4.000
2017-03-30,0.000
2017-03-31,0.800
2017-04-01,5.400
2017-04-02,0.200
2017-04-03,0.200
2017-04-04,0.000
2017-04-05,0.200
2017-04-06,32.000
2017-04-07,0.000
2017-04-08,0.000
2017-04-09,1.000
2017-04-10,7.600
2017-04-11,13.200
2017-04-12,0.000
2017-04-13,0.000
2017-04-14,0.000
2017-04-15,0.000
2017-04-16,0.000
2017-04-17,0.600
2017-04-18,0.400
2017-04-19,0.000
2017-04-20,19.600
2017-04-21,12.200
2017-04-22,0.200
2017-04-23,0.000
2017-04-24,0.000
2017-04-25,0.000
2017-04-26,19.000
2017-04-27,0.000
2017-04-28,0.000
2017-04-29,0.000
2017-04-30,0.000
2017-05-01,0.000
2017-05-02,0.000
2017-05-03,0.000
2017-05-04,11.400
2017-05-05,0.600
2017-05-06,0.000
2017-05-07,0.000
2017-05-08,0.000
2017-05-09,0.000
2017-05-10,0.000
2017-05-11,0.000
2017-05-12,0.000
2017-05-13,0.000
2017-05-14,8.200
2017-05-15,0.000
2017-05-16,0.000
2017-05-17,0.000
2017-05-18,11.000
2017-05-19,33.200
2017-05-20,0.400
2017-05-21,26.200
2017-05-22,1.000
2017-05-23,0.200
2017-05-24,0.400
2017-05-25,0.200
2017-05-26,0.000
2017-05-27,0.200
2017-05-28,0.400
2017-05-29,0.000
2017-05-30,0.200
2017-05-31,17.400
2017-06-01,1.000
2017-06-02,0.000
2017-06-03,0.200
2017-06-04,0.000
2017-06-05,41.600
2017-06-06,61.200
2017-06-07,3.400
2017-06-08,7.000
2017-06-09,2.800
2017-06-10,0.200
2017-06-11,0.000
2017-06-12,0.000
2017-06-13,0.000
2017-06-14,0.000
2017-06-15,0.000
2017-06-16,0.000
2017-06-17,0.200
2017-06-18,0.000
2017-06-19,3.600
2017-06-20,18.200
2017-06-21,0.200
2017-06-22,0.200
2017-06-23,0.000
2017-06-24,0.000
2017-06-25,0.200
2017-06-26,0.000
2017-06-27,0.000
2017-06-28,0.000
2017-06-29,0.200
2017-06-30,0.000
2017-07-01,0.000
2017-07-02,0.200
2017-07-03,2.000
2017-07-04,3.000
2017-07-05,0.000
2017-07-06,0.000
2017-07-07,0.200
2017-07-08,0.000
2017-07-09,0.000
2017-07-10,0.000
2017-07-11,0.000
2017-07-12,0.200
2017-07-13,0.000
2017-07-14,0.000
2017-07-15,0.000
2017-07-16,0.200
2017-07-17,1.400
2017-07-18,3.800
2017-07-19,0.200
2017-07-20,0.000
2017-07-21,0.200
2017-07-22,0.000
2017-07-23,0.000
2017-07-24,0.000
2017-07-25,0.000
2017-07-26,0.000
2017-07-27,0.000
2017-07-28,0.000
2017-07-29,0.000
2017-07-30,0.000
2017-07-31,0.000
2017-08-01,0.000
2017-08-02,0.200
2017-08-03,4.000
2017-08-04,0.000
2017-08-05,0.000
2017-08-06,0.000
2017-08-07,0.000
2017-08-08,0.000
2017-08-09,0.000
2017-08-10,0.000
2017-08-11,0.000
2017-08-12,0.000
2017-08-13,3.600
2017-08-14,0.200
2017-08-15,3.200
2017-08-16,0.200
2017-08-17,0.000
2017-08-18,0.000
2017-08-19,9.200
2017-08-20,34.200
2017-08-21,0.400
2017-08-22,0.000
2017-08-23,0.000
2017-08-24,0.000
2017-08-25,0.200
2017-08-26,0.000
2017-08-27,0.000
2017-08-28,0.000
2017-08-29,0.000
2017-08-30,0.000
2017-08-31,0.000
2017-09-01,0.000
2017-09-02,0.000
2017-09-03,0.000
2017-09-04,0.000
2017-09-05,0.000
2017-09-06,0.000
2017-09-07,0.000
2017-09-08,0.000
2017-09-09,0.000
2017-09-10,0.000
2017-09-11,0.000
2017-09-12,0.000
2017-09-13,0.000
2017-09-14,0.000
2017-09-15,0.000
2017-09-16,0.000
2017-09-17,0.000
2017-09-18,0.000
2017-09-19,0.000
2017-09-20,0.000
2017-09-21,0.000
2017-09-22,0.000
2017-09-23,0.000
2017-09-24,0.000
2017-09-25,0.000
2017-09-26,0.000
2017-09-27,0.000
2017-09-28,0.000
2017-09-29,14.000
2017-09-30,13.400
2017-10-01,0.000
2017-10-02,3.200
2017-10-03,2.000
2017-10-04,0.000
2017-10-05,0.000
2017-10-06,29.400
2017-10-07,26.400
2017-10-08,6.800
2017-10-09,0.200
2017-10-10,0.400
2017-10-11,0.400
2017-10-12,0.600
2017-10-13,0.200
2017-10-14,0.800
2017-10-15,1.600
2017-10-16,1.000
2017-10-17,0.600
2017-10-18,0.200
2017-10-19,4.000
2017-10-20,6.400
2017-10-21,11.200
2017-10-22,3.200
2017-10-23,0.200
2017-10-24,0.400
2017-10-25,18.600
2017-10-26,3.200
2017-10-27,25.200
2017-10-28,1.200
2017-10-29,11.200
2017-10-30,17.600
2017-10-31,0.800
2017-11-01,0.400
2017-11-02,0.200
2017-11-03,0.000
2017-11-04,1.800
2017-11-05,0.200
2017-11-06,0.000
2017-11-07,0.000
2017-11-08,0.000
2017-11-09,0.000
2017-11-10,29.400
2017-11-11,0.400
2017-11-12,0.000
2017-11-13,0.000
2017-11-14,0.000
2017-11-15,0.000
2017-11-16,0.400
2017-11-17,27.200
2017-11-18,3.800
2017-11-19,0.200
2017-11-20,0.200
2017-11-21,9.200
2017-11-22,0.400
2017-11-23,0.400
2017-11-24,0.400
2017-11-25,9.600
2017-11-26,2.600
2017-11-27,0.200
2017-11-28,0.200
2017-11-29,0.000
2017-11-30,0.200
2017-12-01,0.000
2017-12-02,0.000
2017-12-03,0.000
2017-12-04,0.000
2017-12-05,0.000
2017-12-06,0.000
2017-12-07,0.000
2017-12-08,0.200
2017-12-09,0.200
2017-12-10,0.600
2017-12-11,0.000
2017-12-12,0.000
2017-12-13,0.000
2017-12-14,0.000
2017-12-15,35.800
2017-12-16,0.400
2017-12-17,18.200
2017-12-18,0.200
2017-12-19,0.200
2017-12-20,17.600
2017-12-21,8.400
2017-12-22,20.000
2017-12-23,8.600
2017-12-24,32.600
2017-12-25,35.400
2017-12-26,0.800
2017-12-27,2.600
2017-12-28,71.000
2017-12-29,25.200
2017-12-30,46.200
